"bandNumber","site","bandDate","age","sex","mass","wing","species","bandYear","bci","imp","can","imp2","can2","cCats","tCats","ch"
"2421-11360","OLONMARDC1",2015-07-14,"HY","U",39.9,85,"NOCA",2015,0.839535614577006,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000000000010"
"2421-11364","ONTAHOUDC1",2015-06-16,"AHY","M",43.4,90,"GRCA",2015,1.74236674442296,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000000010"
"2421-11365","ONTAHOUDC1",2015-06-16,"AHY","U",35.3,95,"GRCA",2015,-1.44644013449566,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000000010"
"2421-11366","ONTAHOUDC1",2015-06-16,"AHY","M",49.2,96,"NOCA",2015,0.719319285516845,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000000010"
"2421-11367","ONTAHOUDC1",2015-06-16,"AHY","U",35.5,94,"GRCA",2015,-1.20420031419047,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000000000011"
"2421-11368","TATEJUAMD1",2015-06-17,"HY","U",41.1,88,"NOCA",2015,0.422674997802139,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11369","TATEJUAMD1",2015-06-17,"AHY","M",39.8,95,"NOCA",2015,-1.53292788822447,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11370","TATEJUAMD1",2015-06-17,"AHY","F",49.2,98,"NOCA",2015,0.252649297779389,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000010"
"2421-11371","TATEJUAMD1",2015-06-17,"AHY","M",43.8,92,"NOCA",2015,0.220034962785576,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11372","TATEJUAMD1",2015-06-17,"AHY","F",43.7,93,"NOCA",2015,-0.044777613243858,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11373","TATEJUAMD1",2015-06-17,"HY","U",40.9,85,"NOCA",2015,1.1638568914825,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11374","TATEJUAMD1",2015-06-17,"HY","U",38.7,83,"NOCA",2015,0.999457384903904,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000010"
"2421-11375","TATEJUAMD1",2015-06-17,"HY","U",38.7,84,"NOCA",2015,0.720330739645139,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000000000011"
"2421-11378","PHARAIMMD1",2015-06-20,"AHY","M",43.6,97,"NOCA",2015,-0.949649846848461,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000000000010"
"2421-11379","PHARAIMMD1",2015-06-20,"AHY","M",43.2,99,"NOCA",2015,-1.45011889445333,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000000000010"
"2421-11380","PHARAIMMD1",2015-06-20,"AHY","F",47.1,92,"NOCA",2015,1.14832332760828,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000000000010"
"2421-11381","PERRCHRMD1",2015-06-22,"AHY","F",42,93,"NOCA",2015,-0.513779437619236,0,98.61435002,0,9724.79002986707,0,0,"00000000000000011"
"2421-11382","PERRCHRMD1",2015-06-22,"AHY","F",47.3,95,"NOCA",2015,0.458521002302094,0,98.61435002,0,9724.79002986707,0,0,"00000000000000010"
"2421-11393","BUISNORVA1",2015-07-06,"AHY","M",45.6,99,"NOCA",2015,-0.85840975892562,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000000000000011"
"2421-11394","VONGJENMD1",2015-07-08,"AHY","F",35,85,"GRCA",2015,0.7435592895292,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000011"
"2421-11395","VONGJENMD1",2015-07-08,"AHY","U",33.4,90,"GRCA",2015,-0.910955044151477,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000010"
"2421-11396","VONGJENMD1",2015-07-08,"AHY","F",46.3,95,"NOCA",2015,0.192994483565218,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000000000011"
"2421-11397","SCHLROBMD1",2015-07-10,"AHY","M",42.3,95,"NOCA",2015,-0.869111591382281,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000000000010"
"2421-11398","STANJEFMD1",2015-07-13,"AHY","F",38.6,85,"GRCA",2015,1.82526765487404,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000000000010"
"2421-11399","OLONMARDC1",2015-07-14,"AHY","U",35.8,91,"GRCA",2015,-0.499836235092732,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000000000010"
"2421-11400","OLONMARDC1",2015-07-14,"HY","U",34.7,90,"GRCA",2015,-0.566023211636799,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000000000010"
"2421-11401","LANDCELVA1",2010-06-04,"AHY","M",33.2,91,"GRCA",2010,-1.17330984725846,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11402","STUECHRVA2",2010-06-05,"AHY","M",34.5,88.5,"GRCA",2010,-0.278100608428155,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000001000000"
"2421-11403","STUECHRVA2",2010-06-05,"AHY","F",35.3,88,"GRCA",2010,0.0625914812161422,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000001000000"
"2421-11404","STUECHRVA2",2010-06-05,"AHY","F",36.1,90,"GRCA",2010,-0.194558161236377,20.95810204,34.6713384,439.242041119052,1202.10170644731,0,0,"00000000001100000"
"2421-11421","BURDROBVA1",2010-06-16,"HY","U",39.6,61.5,"NOCA",2010,NA,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11422","BURDROBVA1",2010-06-16,"AHY","F",40.1,90,"NOCA",2010,-0.365995876293708,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11423","BURDROBVA1",2010-06-16,"AHY","F",41.4,90,"NOCA",2010,0.014436884179007,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11424","BURDROBVA1",2010-06-16,"AHY","M",40.5,89,"NOCA",2010,-0.00838714283707925,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11425","BURDROBVA1",2010-06-16,"AHY","F",43.7,87,"NOCA",2010,1.49142451578274,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11426","BURDROBVA1",2010-06-16,"AHY","U",34.5,85,"GRCA",2010,0.593322016564639,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11427","BURDROBVA1",2010-06-16,"AHY","F",37.3,85,"GRCA",2010,1.43465074516618,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000000001000000"
"2421-11431","NEWBCARVA1",2010-06-19,"AHY","M",39.5,93,"NOCA",2010,-1.20348800287714,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000001111011"
"2421-11444","MORRCHRVA1",2010-06-30,"AHY","F",46.4,92,"NOCA",2010,0.951413674464068,0.253957472,40.52244712,0.0644943975846308,1642.0687205932,0,0,"00000000001010000"
"2421-11445","PADORAMVA1",2010-07-01,"AHY","F",44.9,90,"NOCA",2010,1.03867893160555,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000000001000000"
"2421-11446","PADORAMVA1",2010-07-01,"HY","U",35.6,86,"GRCA",2010,0.655028907536845,15.11515326,47.60664292,228.467858073289,2266.39245011239,0,0,"00000000001000000"
"2421-11450","FISHFERVA1",2010-07-03,"HY","U",40.8,89,"NOCA",2010,0.0811869030230317,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000001000000"
"2421-11451","FISHFERVA1",2010-07-03,"AHY","F",35.7,87,"NOCA",2010,-0.996869827418145,16.41336765,33.96080522,269.398637614067,1153.33629119078,1,0.166666666666667,"00000000001000000"
"2421-11472","MCDOELIVA1",2010-07-17,"AHY","M",42.5,93.5,"NOCA",2010,-0.488353365091071,33.98009568,18.54713354,1154.64690242195,343.996162550593,0.666666666666667,0,"00000000001010000"
"2421-11489","COLSKATMD1",2012-05-18,"AHY","M",35.2,87,"GRCA",2012,0.281702338260999,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000010000"
"2421-11490","COLSKATMD1",2012-05-18,"AHY","M",42.1,93,"NOCA",2012,-0.486191095008919,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000010100"
"2421-11491","COLSKATMD1",2012-05-18,"AHY","F",43.7,86,"GRCA",2012,3.02770974115393,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000010000"
"2421-11492","COLSKATMD1",2012-05-18,"AHY","F",41.1,89,"NOCA",2012,0.170760948883143,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000000010000"
"2421-11493","CAMPROSMD1",2012-05-19,"AHY","F",40.6,86,"NOCA",2012,0.792498199779176,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000010000"
"2421-11494","CAMPROSMD1",2012-05-19,"AHY","M",36.1,89,"GRCA",2012,0.0411860917018774,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000010000"
"2421-11495","CAMPROSMD1",2012-05-19,"AHY","M",42.1,86,"NOCA",2012,1.26885466038501,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000000010000"
"2421-11501","FARYSIMMD1",2010-05-15,"ASY","M",33.8,90,"GRCA",2010,-0.8048221726085,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11502","FARYSIMMD1",2010-05-15,"AHY","M",41.5,94,"NOCA",2010,-0.869825698050921,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000001010001"
"2421-11503","FARYSIMMD1",2010-05-15,"AHY","M",36.4,87,"GRCA",2010,0.624477979951375,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11504","BROWANNDC1",2010-05-19,"AHY","M",35.2,94,"GRCA",2010,-1.27661312689863,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000000001000000"
"2421-11505","BROWANNDC1",2010-05-19,"AHY","M",36.7,89.5,"GRCA",2010,0.083409273774652,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000000001000000"
"2421-11515","STURCARMD1",2010-06-01,"AHY","F",38.8,92,"GRCA",2010,0.0410484964571146,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11533","CLARCOLDC1",2010-06-25,"AHY","M",36,88,"GRCA",2010,0.257632526809468,63.33814942,2.679418486,4011.72117195025,7.17928342311853,0.333333333333333,0,"00000000001000000"
"2421-11534","WILLTERMD1",2010-06-28,"AHY","F",39.5,87,"GRCA",2010,1.50998172098485,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11535","WILLTERMD1",2010-06-28,"HY","U",33.1,83,"GRCA",2010,0.701564003427978,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11536","WILLTERMD1",2010-06-28,"HY","U",31.7,87,"GRCA",2010,-0.718059950002605,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000001000000"
"2421-11537","MANNJANDC1",2010-07-01,"HY","U",37.7,88,"NOCA",2010,-0.613337126965849,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000001000000"
"2421-11538","MANNJANDC1",2010-07-01,"AHY","F",43.8,91,"NOCA",2010,0.464585955316776,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000001000001"
"2421-11539","MANNJANDC1",2010-07-01,"HY","U",43.1,90,"NOCA",2010,0.511925878643328,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000001000000"
"2421-11540","MANNJANDC1",2010-07-01,"HY","U",40.2,90,"NOCA",2010,-0.336731817795807,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000001000000"
"2421-11541","MANNJANDC1",2010-07-01,"HY","U",36.5,96,"NOCA",2010,-2.58996065893956,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000000001000000"
"2421-11542","GECACARVA1",2010-07-02,"AHY","F",34.3,89,"GRCA",2010,-0.448166391329856,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2421-11543","GECACARVA1",2010-07-02,"AHY","M",35.1,88,"GRCA",2010,0.00686546818947911,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2421-11544","GECACARVA1",2010-07-02,"HY","U",33.3,89,"GRCA",2010,-0.720028881903041,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2421-11546","SCHLROBMD1",2010-07-12,"AHY","F",39.3,89,"NOCA",2010,-0.366683326277525,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000001000000"
"2421-11547","SCHLROBMD1",2010-07-12,"HY","U",38.6,85,"NOCA",2010,0.417917954599868,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000001000000"
"2421-11548","BEALTOMMD1",2010-07-13,"AHY","F",51.7,92,"NOCA",2010,2.44230104827022,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000001000000"
"2421-11549","BEALTOMMD1",2010-07-13,"AHY","M",38.8,92,"NOCA",2010,-1.18646255967306,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000001010100"
"2421-11558","PIROELADC1",2010-07-21,"HY","U",33,89,"GRCA",2010,-0.801587629074996,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000000001000000"
"2421-11559","PIROELADC1",2010-07-21,"AHY","F",43.7,89,"NOCA",2010,0.947069346337439,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000000001000000"
"2421-11564","WOLFKARDC1",2010-07-27,"AHY","F",44.9,89,"NOCA",2010,1.30536552977788,48.631,5.22,2364.974161,27.2484,NA,0,"00000000001000000"
"2421-11565","WOLFKARDC1",2010-07-27,"AHY","M",37.5,91,"GRCA",2010,-0.0594881040612934,48.631,5.22,2364.974161,27.2484,NA,0,"00000000001000000"
"2421-11601","OLONMARDC1",2010-05-21,"AHY","M",32.3,91,"GRCA",2010,-1.40643532839275,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000001000000"
"2421-11602","OLONMARDC1",2010-05-21,"AHY","F",39.3,92,"NOCA",2010,-1.0458128074272,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000001000001"
"2421-11603","OLONMARDC1",2010-05-21,"AHY","F",39,86,"GRCA",2010,1.65096901053661,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000000001000000"
"2421-11621","MISSEDDC1",2010-06-07,"AHY","M",37.5,91.5,"GRCA",2010,-0.174621741228359,61.429,2.36,3773.522041,5.5696,NA,0.333333333333333,"00000000001000000"
"2421-11622","SALOSHEMD1",2010-06-08,"AHY","M",40,92,"NOCA",2010,-0.848903154282986,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00000000001110101"
"2421-11623","JACOMERMD1",2010-06-12,"AHY","M",34.3,92,"GRCA",2010,-1.0971845554762,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000000001000000"
"2421-11624","JACOMERMD1",2010-06-12,"AHY","F",36.8,91.5,"GRCA",2010,-0.353792398661244,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000000001000000"
"2421-11636","PHARAIMMD1",2010-06-16,"AHY","F",44.3,91,"NOCA",2010,0.608027385559572,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000001000000"
"2421-11637","PHARAIMMD1",2010-06-16,"AHY","M",41.3,89,"NOCA",2010,0.23047697945655,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000001000000"
"2421-11638","PHARAIMMD1",2010-06-16,"AHY","F",42,90,"NOCA",2010,0.190021235166414,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000001000000"
"2421-11639","PHARAIMMD1",2010-06-16,"AHY","F",46.3,92.5,"NOCA",2010,0.796953245360268,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000000001000000"
"2421-11649","TATEJUAMD1",2010-06-22,"AHY","M",47.3,94.5,"NOCA",2010,0.578275402403629,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000001000000"
"2421-11650","TATEJUAMD1",2010-06-22,"AHY","M",37.1,88.5,"GRCA",2010,0.437460781277962,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000001000000"
"2421-11651","TATEJUAMD1",2010-06-22,"AHY","F",39.7,91,"GRCA",2010,0.510374183155865,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000001000000"
"2421-11652","TATEJUAMD1",2010-06-22,"HY","U",36,90,"NOCA",2010,-1.56582227470766,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000000001000000"
"2421-11659","OBRICHRMD1",2010-07-01,"AHY","F",39.4,88,"NOCA",2010,-0.0953310645818558,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000001000000"
"2421-11660","STANJEFMD1",2010-06-30,"AHY","F",77.4,124,"AMRO",2010,0.471498651207261,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000001000000"
"2421-11661","STANJEFMD1",2010-06-30,"HY","U",38.6,87,"NOCA",2010,-0.094863128007826,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000001000000"
"2421-11662","STANJEFMD1",2010-06-30,"HY","U",31.8,85,"GRCA",2010,-0.217959257443992,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000001000000"
"2421-11663","STANJEFMD1",2010-06-30,"AHY","F",37,88,"GRCA",2010,0.536262591942789,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000000001100000"
"2421-11664","OBRICHRMD1",2010-07-01,"AHY","F",33.3,88,"GRCA",2010,-0.4946686490505,26.456,29.381,699.919936,863.243161,0.333333333333333,1.5,"00000000001110000"
"2421-11665","BLOCDAVMD1",2010-07-07,"HY","U",35.5,86.5,"GRCA",2010,0.495380714125728,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000001000000"
"2421-11666","BLOCDAVMD1",2010-07-07,"HY","U",35.8,88,"GRCA",2010,0.201906513782803,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000001000000"
"2421-11667","BLOCDAVMD1",2010-07-07,"AHY","F",35.8,88,"GRCA",2010,0.201906513782803,18.61439418,52.86125445,346.495670688418,2794.31222202764,0,1.33333333333333,"00000000001000000"
"2421-11683","BRIGKIMMD1",2010-07-21,"HY","U",35.5,88,"GRCA",2010,0.118317494242807,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000001000000"
"2421-11684","BRIGKIMMD1",2010-07-21,"AHY","M",35.5,90,"GRCA",2010,-0.353757468550845,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00000000001000000"
"2421-11686","CAMPROSMD1",2010-07-27,"HY","U",35.3,88,"NOCA",2010,-1.34463980327267,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11687","CAMPROSMD1",2010-07-27,"AHY","M",42.8,96,"NOCA",2010,-0.948349347910007,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11688","CAMPROSMD1",2010-07-27,"HY","U",38.8,87.5,"NOCA",2010,-0.15638766004799,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11689","CAMPROSMD1",2010-07-27,"AHY","F",34.5,92,"GRCA",2010,-1.04659641983471,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11690","CAMPROSMD1",2010-07-27,"HY","U",34.4,91.5,"GRCA",2010,-0.968091795573995,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11691","CAMPROSMD1",2010-07-27,"AHY","M",33.6,87,"GRCA",2010,-0.175331850659505,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11692","CAMPROSMD1",2010-07-27,"HY","U",40,85,"NOCA",2010,0.871967742267554,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11693","CAMPROSMD1",2010-07-27,"HY","M",39.2,87,"NOCA",2010,0.0917589477322397,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11694","CAMPROSMD1",2010-07-27,"AHY","F",36.3,90,"NOCA",2010,-1.47803009921395,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001010000"
"2421-11695","CAMPROSMD1",2010-07-27,"AHY","M",40.1,90.5,"NOCA",2010,-0.482330635976241,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001010001"
"2421-11696","CAMPROSMD1",2010-07-27,"AHY","F",42.2,92.5,"NOCA",2010,-0.345187790820737,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11697","CAMPROSMD1",2010-07-27,"AHY","M",NA,NA,"GRCA",2010,NA,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11698","CAMPROSMD1",2010-07-27,"HY","U",37.8,89,"NOCA",2010,-0.814553555578079,6.690999457,68.94950162,44.7694737335743,4754.03377364638,0,0,"00000000001000000"
"2421-11701","VERSBETMD1",2010-06-01,"AHY","M",44.3,93.5,"NOCA",2010,0.0034714335901016,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000001000000"
"2421-11702","VERSBETMD1",2010-06-01,"AHY","F",42.2,89.5,"NOCA",2010,0.372894633886331,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000000001000000"
"2421-11708","STEWBETMD1",2010-06-05,"AHY","M",34.2,92,"GRCA",2010,-1.12247862329693,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000001000000"
"2421-11709","STEWBETMD1",2010-06-05,"AHY","M",35.3,92.5,"GRCA",2010,-0.948935418071953,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000000001010000"
"2421-11751","BROWANNMD1",2010-06-25,"AHY","M",43.3,93,"NOCA",2010,-0.155130983685125,6.921703622,10.17267325,47.9099810308079,103.483281051266,0,0,"00000000001010100"
"2421-11758","BARBJERMD1",2010-07-02,"AHY","F",44.6,92,"NOCA",2010,0.445074566378961,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001100000"
"2421-11759","BARBJERMD1",2010-07-02,"AHY","M",43.4,93,"NOCA",2010,-0.127542641074808,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11760","BARBJERMD1",2010-07-02,"HY","U",38.9,85,"NOCA",2010,0.515214337671514,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11761","BARBJERMD1",2010-07-02,"AHY","F",45.3,90,"NOCA",2010,1.15573516559715,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11762","BARBJERMD1",2010-07-02,"AHY","F",39.6,88.5,"NOCA",2010,-0.156708555895796,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11763","BARBJERMD1",2010-07-02,"HY","U",37.6,87,"NOCA",2010,-0.405899920907937,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11764","BARBJERMD1",2010-07-02,"AHY","M",42.4,90,"NOCA",2010,0.307077469158018,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001011000"
"2421-11765","BARBJERMD1",2010-07-02,"HY","U",41.2,89,"NOCA",2010,0.200618964169848,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11766","BARBJERMD1",2010-07-02,"AHY","F",48.2,93,"NOCA",2010,1.19669780422038,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11767","BARBJERMD1",2010-07-02,"AHY","F",43.3,91.5,"NOCA",2010,0.19934066539813,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11768","BARBJERMD1",2010-07-02,"HY","U",36.9,90,"NOCA",2010,-1.30244574822655,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11769","BARBJERMD1",2010-07-02,"HY","U",37.9,85,"NOCA",2010,0.190893060766024,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001010000"
"2421-11770","BARBJERMD1",2010-07-02,"AHY","M",48.3,95,"NOCA",2010,0.724047521038967,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11771","BARBJERMD1",2010-07-02,"HY","U",39.9,92,"NOCA",2010,-0.877033104732159,14.53846335,38.09019673,211.366916579293,1450.8630869301,0,0.166666666666667,"00000000001000000"
"2421-11773","KEYESUSMD1",2010-07-09,"AHY","F",46.5,92.5,"NOCA",2010,0.852667442247147,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000001000000"
"2421-11774","KEYESUSMD1",2010-07-09,"AHY","F",38.8,91,"NOCA",2010,-0.969828347111176,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000000001000001"
"2421-11786","ONTAHOUDC1",2010-07-20,"AHY","M",43.3,97,"NOCA",2010,-1.02637851763129,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000001000000"
"2421-11787","ONTAHOUDC1",2010-07-20,"HY","U",33.2,85.5,"GRCA",2010,0.0761946922327124,57.91625032,3.203243752,3354.2920511289,10.260770534727,0.333333333333333,0,"00000000001000000"
"2421-11938","NEWBCARVA1",2014-05-21,"AHY","M",NA,NA,"NOCA",2014,NA,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000100"
"2421-11939","NEWBCARVA1",2014-05-21,"AHY","M",44.2,96,"NOCA",2014,-0.583546834347882,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000100"
"2421-11940","NEWBCARVA1",2014-05-21,"AHY","M",NA,NA,"GRCA",2014,NA,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000000000000100"
