"bandNumber","site","bandDate","age","sex","mass","wing","species","bandYear","bci","imp","can","imp2","can2","cCats","tCats","ch"
"2251-80301","BEALTOMMD1",2008-06-20,"AHY","M",20.5,60.5,"CARW",2008,-0.229705866059384,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000111000000"
"2251-80302","BEALTOMMD1",2008-06-20,"AHY","F",17.5,56,"CARW",2008,-0.172604825328149,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000100000000"
"2251-80308","STURCARMD1",2008-07-02,"HY","U",20,58,"CARW",2008,0.426610843593419,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000100000000"
"2251-80309","STURCARMD1",2008-07-02,"HY","U",17.5,55,"CARW",2008,0.211359985199144,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000100000000"
"2251-80318","KESTSABDC1",2008-07-18,"AHY","M",20,68,"SOSP",2008,-1.15793059799942,46.01769004,17.81358612,2117.62779661751,317.323850454657,0.333333333333333,0,"00000000110000000"
"2251-80326","VONGJENMD1",2010-05-10,"AHY","M",21.8,65,"SOSP",2010,0.70137390450504,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000001000000"
"2251-80327","VONGJENMD1",2010-05-10,"AHY","M",21,66,"SOSP",2010,-0.0603727688695008,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000001100000"
"2251-80328","VONGJENMD1",2010-05-10,"AHY","M",19.5,65,"SOSP",2010,-0.653532979190134,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000001000000"
"2251-80329","VONGJENMD1",2010-05-10,"AHY","F",16.6,59.5,"CARW",2010,-1.80720193020521,17.46857133,39.74295739,305.150984311298,1579.50266210336,0.333333333333333,0,"00000000001110000"
"2251-80330","ZAMBTRAMD1",2010-05-11,"AHY","F",21.2,64,"SOSP",2010,0.652924363210667,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000000001000000"
"2251-80336","FARYSIMMD1",2010-05-15,"AHY","M",21.4,77,"SOSP",2010,-2.45604836375581,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000001000000"
"2251-80337","FARYSIMMD1",2010-05-15,"AHY","F",23,65,"SOSP",2010,1.40828184382426,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000000001001000"
"2251-80338","WOLFAMYDC1",2010-05-20,"AHY","M",20.1,64,"SOSP",2010,-0.0109002826370664,81.033,0,6566.347089,0,NA,0,"00000000001000000"
"2251-80342","STURCARMD1",2010-06-01,"AHY","F",18,58,"CARW",2010,-0.618297643306936,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000000001000000"
"2251-80353","CLARCOLDC1",2010-06-25,"AHY","F",20.6,58,"CARW",2010,0.740083389663526,63.33814942,2.679418486,4011.72117195025,7.17928342311853,0.333333333333333,0,"00000000001010000"
"2251-80356","WILLTERMD1",2010-06-28,"AHY","M",19.4,61,"CARW",2010,-0.915645125598206,36.48290231,27.76305275,1331.002160961,770.787097999283,0.333333333333333,0.166666666666667,"00000000001000000"
"2251-80359","COLSKATMD1",2010-06-30,"HY","U",18.3,61,"SOSP",2010,-0.24041405844862,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000001000000"
"2251-80360","COLSKATMD1",2010-06-30,"AHY","M",22.9,66,"SOSP",2010,1.03261708951574,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000001000000"
"2251-80361","COLSKATMD1",2010-06-30,"AHY","F",18.1,58,"CARW",2010,-0.566052218961918,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000000001000000"
"2251-80364","GECACARVA1",2010-07-02,"AHY","M",20.4,68,"SOSP",2010,-0.938273470096855,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001111000"
"2251-80365","GECACARVA1",2010-07-02,"AHY","F",19.7,65,"SOSP",2010,-0.535714989303598,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001010000"
"2251-80366","GECACARVA1",2010-07-02,"AHY","M",20.2,65,"SOSP",2010,-0.241170014587255,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001010000"
"2251-80367","GECACARVA1",2010-07-02,"AHY","M",20.3,66,"SOSP",2010,-0.463053243011433,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2251-80368","GECACARVA1",2010-07-02,"AHY","F",16.2,56,"CARW",2010,-0.904309394477097,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2251-80369","GECACARVA1",2010-07-02,"U","U",18.1,58,"CARW",2010,-0.566052218961918,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000000001000000"
"2251-80370","REITBOBMD1",2010-07-06,"AHY","M",21.5,65,"SOSP",2010,0.524646919675234,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000000001000000"
"2251-80372","PERRCHRMD1",2010-07-07,"AHY","M",20,62,"CARW",2010,-0.952461301552466,0,98.61435002,0,9724.79002986707,0,0,"00000000001000000"
"2251-80374","SCHLROBMD1",2010-07-12,"U","U",20.4,63,"CARW",2010,-1.07994553150424,0,60.11733485,0,3614.09394946702,0.333333333333333,0,"00000000001100000"
"2251-80383","PIROELADC1",2010-07-21,"AHY","M",21.7,66,"SOSP",2010,0.342307705272432,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000000001000000"
"2251-80390","WOLFKARDC1",2010-07-27,"AHY","F",18.5,62,"SOSP",2010,-0.410978009465449,48.631,5.22,2364.974161,27.2484,NA,0,"00000000001000000"
"2251-80391","WOLFKARDC1",2010-07-27,"AHY","M",19.3,62,"SOSP",2010,0.0962569736118271,48.631,5.22,2364.974161,27.2484,NA,0,"00000000001000000"
"2251-80494","SALOSHEMD1",2007-06-19,"AHY","F",19.7,59,"CARW",2007,-0.0968387670705685,19.82525979,44.62693072,393.040925740991,1991.56294548768,0,0,"00000001000000000"
"2251-80496","FARYSIMMD1",2007-05-25,"AHY","M",23,63,"SOSP",2007,2.0835695261325,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000001000000000"
"2251-80497","FARYSIMMD1",2007-05-25,"AHY","M",20.2,65,"SOSP",2007,-0.241170014587255,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000001000000000"
"2251-80499","MANNJANDC1",2007-05-23,"AHY","M",20.3,65,"SOSP",2007,-0.182261019643986,6.894112475,60.19210468,47.5287868179506,3623.08946580808,0.666666666666667,0.166666666666667,"00000001100000000"
"2251-80500","STANJEFMD1",2007-05-24,"AHY","M",20.4,67,"SOSP",2007,-0.676981814557803,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000001000000000"
"2251-80503","STANJEFMD1",2006-06-17,"AHY","F",NA,NA,"GRCA",2006,NA,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80511","STURCARMD1",2006-06-06,"AHY","M",37.5,91,"GRCA",2006,-0.0594881040612934,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000010000000000"
"2251-80512","STURCARMD1",2006-06-06,"AHY","M",34.5,89,"GRCA",2006,-0.393793893215218,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000010000000000"
"2251-80513","TATEJUAMD1",2006-06-07,"AHY","F",35,91,"GRCA",2006,-0.70705888498988,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80515","STANJEFMD1",2006-06-17,"AHY","F",35,89,"GRCA",2006,-0.257862647928626,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80516","STANJEFMD1",2006-06-17,"AHY","F",37,86,"GRCA",2006,1.06512189112498,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80517","STANJEFMD1",2006-06-17,"AHY","M",36,92,"GRCA",2006,-0.66718540252361,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80518","STANJEFMD1",2006-06-17,"AHY","F",40,85,"GRCA",2006,2.24593201917481,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80519","STANJEFMD1",2006-06-17,"AHY","M",37,91,"GRCA",2006,-0.189002260247011,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80520","STANJEFMD1",2006-06-17,"AHY","M",39,92,"GRCA",2006,0.0916366320985947,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80521","STANJEFMD1",2006-06-17,NA,NA,NA,NA,"GRCA",2006,NA,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010100000000"
"2251-80522","TATEJUAMD1",2006-06-19,"AHY","M",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010100000000"
"2251-80523","TATEJUAMD1",2006-06-19,"AHY","M",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000011100000000"
"2251-80524","TATEJUAMD1",2006-06-19,"AHY","F",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80525","TATEJUAMD1",2006-06-19,"AHY","M",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80701","REITBOBMD1",2006-05-25,"AHY","M",NA,NA,"GRCA",2006,NA,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000010001000000"
"2251-80702","REITBOBMD1",2006-05-25,"AHY","M",NA,NA,"GRCA",2006,NA,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000011000000000"
"2251-80703","REITBOBMD1",2006-05-25,"AHY","M",NA,NA,"GRCA",2006,NA,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000010010000000"
"2251-80704","FARYSIMMD1",2006-05-25,"AHY","F",28.6,91,"GRCA",2006,-2.36484008416706,37.24653924,20.51843583,1387.30468535686,421.006208909828,0.333333333333333,0.166666666666667,"00000010000000000"
"2251-80711","TATEJUAMD1",2006-05-27,"AHY","U",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80712","TATEJUAMD1",2006-05-27,"AHY","M",39,93,"GRCA",2006,-0.137724315773565,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000011101000000"
"2251-80713","TATEJUAMD1",2006-05-27,"AHY","M",20.4,61,"CARW",2006,-0.446220955504808,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80714","TATEJUAMD1",2006-05-27,"AHY","M",48.6,90,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000011000000000"
"2251-80721","STURCARMD1",2006-06-02,"AHY","M",40.3,94,"GRCA",2006,-0.0455953108598175,34.19656587,52.33907446,1169.40511730125,2739.37871532942,0.333333333333333,0.166666666666667,"00000010000000000"
"2251-80722","TATEJUAMD1",2006-06-03,"AHY","M",NA,NA,"GRCA",2006,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000010000000000"
"2251-80723","REITBOBMD1",2006-05-25,"AHY","F",41,90,"GRCA",2006,1.1055695151651,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000010000000000"
"2251-80724","STANJEFMD1",2006-06-06,"AHY","F",NA,NA,"SOSP",2006,NA,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80725","STANJEFMD1",2006-06-06,"AHY","M",35.2,85,"GRCA",2006,0.803654198715025,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80726","STANJEFMD1",2006-06-06,"AHY","F",35.4,88,"GRCA",2006,0.0904544877294747,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80727","STANJEFMD1",2006-06-06,"AHY","F",36.6,89,"GRCA",2006,0.17711733698847,3.963088948,63.17800932,15.7060740097597,3991.46086163801,0.333333333333333,0,"00000010000000000"
"2251-80730","COLSKATMD1",2006-06-08,"AHY","M",36.5,96,"GRCA",2006,-1.35734630533501,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000011100000000"
"2251-80731","COLSKATMD1",2006-06-13,"AHY","F",34.8,87,"GRCA",2006,0.167443791030871,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010100000000"
"2251-80732","COLSKATMD1",2006-06-13,"AHY","M",NA,NA,"SOSP",2006,NA,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80733","COLSKATMD1",2006-06-13,"AHY","M",36,90,"GRCA",2006,-0.221091379122123,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80734","COLSKATMD1",2006-06-13,"AHY","M",37.3,91,"GRCA",2006,-0.11129376653558,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80738","COLSKATMD1",2006-06-11,"AHY","F",41.6,87,"GRCA",2006,2.10983909394301,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80739","COLSKATMD1",2006-06-11,"AHY","M",33.6,90,"GRCA",2006,-0.857888608379986,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010110000000"
"2251-80740","COLSKATMD1",2006-06-11,"HY","U",NA,NA,"CARW",2006,NA,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010100000000"
"2251-80741","COLSKATMD1",2006-06-11,"AHY","F",NA,NA,"SOSP",2006,NA,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80745","COLSKATMD1",2006-06-19,"AHY","M",34.1,87,"GRCA",2006,-0.0325086666218468,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80747","COLSKATMD1",2006-06-19,"AHY","M",38.7,91,"GRCA",2006,0.25134587078443,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010100000000"
"2251-80750","COLSKATMD1",2006-07-04,"AHY","M",37.3,92,"GRCA",2006,-0.338362520853989,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010000000000"
"2251-80751","COLSKATMD1",2006-07-04,"AHY","M",36.4,87,"GRCA",2006,0.624477979951375,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000010001000000"
"2260-22952","BEALTOMMD1",2008-06-20,"AHY","F",9,57,"CACH",2008,0.306876177720407,8.157654453,65.96875845,66.5473261745507,4351.87709143445,0.333333333333333,0,"00000000110000000"
"2261-38311","REITBOBMD1",2007-06-09,"AHY","M",20.8,65,"SOSP",2007,0.112283955072355,20.05853178,26.15622598,402.34469716927,684.148157516827,0,0.833333333333333,"00000001111000000"
"2261-38325","JACOMERMD1",2007-06-30,"AHY","M",20.4,65,"SOSP",2007,-0.123352024700719,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000001000000000"
"2261-38327","TATEJUAMD1",2007-06-27,NA,NA,NA,NA,"CARW",2007,NA,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000001100000000"
"2261-38328","TATEJUAMD1",2007-06-27,"AHY","M",19.2,59,"CARW",2007,-0.34875844367817,15.26069222,41.28186902,232.888727033569,1704.19270978444,1,0.166666666666667,"00000001000000000"
"2261-38329","PHARAIMMD1",2007-06-26,"AHY","M",23.4,59,"CARW",2007,1.76736683982569,0.654714774,83.85746467,0.428651435293871,7032.0743808803,0,0,"00000001000000000"
"2261-38333","GECACARVA1",2007-07-13,"AHY","M",21,60,"SOSP",2007,1.87123184530788,26.20836622,27.43229868,686.878459921637,752.53101086873,0.666666666666667,0,"00000001001100000"
"2261-38339","GERYERIMD1",2007-07-21,"AHY","F",18.2,61,"SOSP",2007,-0.305443418747413,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000001000000000"
"2261-38342","GERYERIMD1",2007-07-21,"AHY","F",19.2,68,"SOSP",2007,-1.59724485380454,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000001000000000"
"2261-38343","GERYERIMD1",2007-07-21,"AHY","F",18.2,63,"SOSP",2007,-0.88499183440871,32.225,21.482,1038.450625,461.476324,NA,0.166666666666667,"00000001000000000"
"2261-38346","ZAMBTRAMD1",2007-07-23,"AHY","F",16.2,55,"CARW",2007,-0.548867684160403,17.42568587,38.9206214,303.654528039918,1514.81477016214,0.333333333333333,0.333333333333333,"00000001000000000"
"2261-38349","JACOMERMD1",2007-07-28,"HY","U",18.5,63,"SOSP",2007,-0.699456749374885,35.1344684,18.71693432,1234.4308697506,350.323630339194,0,0,"00000001000000000"
"2280-90102","BRIGKIMMD1",2002-06-17,"AHY","M",19.7,65,"SOSP",2002,-0.535714989303598,47.5602789,6.773998588,2261.98012904579,45.887056870226,0,0.5,"00100000000000000"
"2281-69101","MOLIKARMD1",2007-06-07,"AHY","M",23,63,"SOSP",2007,2.0835695261325,36.94675413,8.527011599,1365.06264074267,72.7099268094805,1,0.5,"00000001000000000"
"2281-69103","VERSBETMD1",2007-06-12,"AHY","M",21,61,"CARW",2007,-0.164566453448768,2.339798149,7.6317253,5.47465537806383,58.2432310546601,0,0,"00000001000000000"
"2281-69111","KEYESUSMD1",2007-06-28,"AHY","M",46,90,"CARW",2007,NA,1.348740725,64.01294036,1.81910154327353,4097.65653353292,0,0,"00000001100100000"
"2281-69118","LANDCELVA1",2007-07-07,"AHY","M",19.5,59,"CARW",2007,-0.197606637713608,16.06148664,38.44345769,257.971353086898,1477.89943916282,0.333333333333333,0.166666666666667,"00000001011000000"
"2281-69120","OLONMARDC1",2007-07-11,"AHY","M",21,69,"SOSP",2007,-0.867839887464796,29.959,26.327,897.541681,693.110929,NA,0.333333333333333,"00000001000000000"
"2281-69131","MOSMCARMD1",2007-07-27,"HY","U",20,61,"CARW",2007,-0.633990623542166,8.649559101,28.26881615,74.8148726416919,799.125966522501,0.666666666666667,0.166666666666667,"00000001000000000"
"2281-69218","WOLFAMYDC1",2007-07-13,"AHY","M",19.2,61,"SOSP",2007,0.344850184240503,81.033,0,6566.347089,0,NA,0,"00000001000000000"
"2281-69226","PIROELADC1",2007-07-24,"AHY","M",21.6,64,"SOSP",2007,0.894315143518934,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000001000000000"
"2281-69227","PIROELADC1",2007-07-24,"AHY","F",18.9,58,"CARW",2007,-0.148088824201778,47.63817169,14.99615988,2269.39540196592,224.884811146522,0.666666666666667,0.333333333333333,"00000001000000000"
"2281-69404","COLSKATMD1",2007-06-12,"AHY","M",19.2,66,"SOSP",2007,-1.09583684523447,14.05393675,55.65338119,197.513138173001,3097.29883787945,0,0,"00000001000000000"
"2281-69405","WOLFKARDC1",2007-06-13,"AHY","M",21.5,65,"SOSP",2007,0.524646919675234,48.631,5.22,2364.974161,27.2484,NA,0,"00000001000000000"
"2281-69406","STEWBETMD1",2007-06-15,"AHY","M",20.9,66,"SOSP",2007,-0.117898550889777,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000001111001000"
"2281-69407","STEWBETMD1",2007-06-19,"AHY","M",19.7,67,"SOSP",2007,-1.07034767852833,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000001000000000"
"2281-69408","STEWBETMD1",2007-06-15,"AHY","M",20.5,68,"SOSP",2007,-0.883359188121214,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000001010000000"
"2281-69409","STEWBETMD1",2007-06-15,"AHY","M",22.1,63,"SOSP",2007,1.52696427103102,10.65494417,43.13767455,113.527835265817,1860.85896558172,0,0,"00000001000000000"
"2281-69413","BROWANNDC1",2007-06-20,"AHY","M",22.4,67,"SOSP",2007,0.446920653929418,73.30393319,0.098821132,5373.46662112398,0.00976561612976143,0,0,"00000001100000000"
"2281-69425","BUISNORVA1",2007-06-30,"AHY","M",20,67,"SOSP",2007,-0.901762308255247,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000001110000000"
"2281-69426","BUISNORVA1",2007-06-30,"AHY","M",21.6,64,"SOSP",2007,0.894315143518934,3.421736318,74.63208501,11.7082794299202,5569.94811293987,0,0,"00000001000000000"
"2281-69427","NEWBCARVA1",2007-07-02,"AHY","F",19.5,57,"CARW",2007,0.548453165922942,0.000842028,92.1379243,7.09011152784e-07,8489.39709431253,0,0,"00000001111000000"
"2281-69437","BURDROBVA1",2007-07-11,"HY","U",20.1,79,"SOSP",2007,-3.40023602106734,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000001000000000"
"2281-69438","BURDROBVA1",2007-07-11,"HY","U",19.5,76,"SOSP",2007,-3.13453718090506,26.95895614,18.32253748,726.785316158444,335.715379706005,0,0.166666666666667,"00000001000000000"
